0.2500000000, 0.2500000000
0.6250000000, 0.6250000000
0.8125000000, 0.3125000000
0.9062500000, 0.1562500000
0.4531250000, 0.5781250000
0.2265625000, 0.2890625000
0.1132812500, 0.1445312500
0.0566406250, 0.0722656250
0.0283203125, 0.0361328125
0.5141601562, 0.0180664062
0.7570800781, 0.5090332031
0.3785400391, 0.2545166016
0.1892700195, 0.1272583008
0.5946350098, 0.0636291504
0.2973175049, 0.5318145752
0.1486587524, 0.7659072876
0.0743293762, 0.3829536438
0.0371646881, 0.1914768219
0.0185823441, 0.0957384109
0.5092911720, 0.0478692055
0.2546455860, 0.5239346027
0.1273227930, 0.2619673014
0.0636613965, 0.1309836507
0.0318306983, 0.0654918253
0.0159153491, 0.0327459127
0.5079576746, 0.5163729563
0.2539788373, 0.2581864782
0.6269894186, 0.1290932391
0.3134947093, 0.0645466195
0.1567473547, 0.0322733098
0.5783736773, 0.0161366549
0.2891868387, 0.0080683274
0.1445934193, 0.0040341637
0.0722967097, 0.5020170819
0.0361483548, 0.7510085409
0.0180741774, 0.3755042705
0.5090370887, 0.1877521352
0.7545185444, 0.0938760676
0.8772592722, 0.5469380338
0.9386296361, 0.7734690169
0.9693148180, 0.8867345085
0.9846574090, 0.4433672542
0.4923287045, 0.7216836271
0.2461643523, 0.3608418136
0.1230821761, 0.1804209068
0.5615410881, 0.0902104534
0.2807705440, 0.5451052267
0.6403852720, 0.2725526133
0.8201926360, 0.6362763067
0.4100963180, 0.8181381533
0.2050481590, 0.4090690767
0.6025240795, 0.2045345383
0.8012620398, 0.6022672692
0.9006310199, 0.8011336346
0.4503155099, 0.9005668173
0.2251577550, 0.4502834086
0.1125788775, 0.2251417043
0.5562894387, 0.1125708522
0.7781447194, 0.0562854261
0.8890723597, 0.5281427130
0.9445361798, 0.7640713565
0.4722680899, 0.3820356783
0.2361340450, 0.1910178391
0.6180670225, 0.0955089196
0.3090335112, 0.0477544598
0.1545167556, 0.0238772299
0.5772583778, 0.0119386149
0.2886291889, 0.0059693075
0.1443145945, 0.0029846537
0.5721572972, 0.5014923269
0.7860786486, 0.2507461634
0.3930393243, 0.6253730817
0.6965196622, 0.3126865409
0.8482598311, 0.6563432704
0.9241299155, 0.8281716352
0.9620649578, 0.4140858176
0.9810324789, 0.7070429088
0.9905162394, 0.3535214544
0.9952581197, 0.1767607272
0.4976290599, 0.0883803636
0.2488145299, 0.5441901818
0.1244072650, 0.2720950909
0.0622036325, 0.1360475455
0.0311018162, 0.0680237727
0.5155509081, 0.0340118864
0.7577754541, 0.0170059432
0.8788877270, 0.5085029716
0.9394438635, 0.7542514858
0.4697219318, 0.3771257429
0.2348609659, 0.1885628714
0.1174304829, 0.0942814357
0.5587152415, 0.0471407179
0.2793576207, 0.0235703589
0.6396788104, 0.0117851795
0.3198394052, 0.0058925897
0.1599197026, 0.0029462949
0.5799598513, 0.0014731474
0.2899799256, 0.5007365737
0.6449899628, 0.2503682869
0.3224949814, 0.6251841434
0.1612474907, 0.3125920717
0.0806237454, 0.1562960359
0.5403118727, 0.0781480179
0.2701559363, 0.0390740090
0.6350779682, 0.0195370045
0.8175389841, 0.5097685022
0.9087694920, 0.7548842511
0.9543847460, 0.8774421256
0.9771923730, 0.4387210628
0.9885961865, 0.2193605314
0.4942980933, 0.1096802657
0.7471490466, 0.5548401328
0.8735745233, 0.2774200664
0.4367872617, 0.6387100332
0.2183936308, 0.3193550166
0.6091968154, 0.1596775083
0.8045984077, 0.0798387542
0.4022992039, 0.5399193771
0.2011496019, 0.2699596885
0.1005748010, 0.1349798443
0.5502874005, 0.0674899221
0.2751437002, 0.5337449611
0.1375718501, 0.7668724805
0.0687859251, 0.3834362403
0.0343929625, 0.1917181201
0.0171964813, 0.0958590601
0.0085982406, 0.5479295300
0.5042991203, 0.2739647650
0.7521495602, 0.6369823825
0.8760747801, 0.8184911913
0.4380373900, 0.4092455956
0.2190186950, 0.2046227978
0.6095093475, 0.6023113989
0.3047546738, 0.8011556995
0.1523773369, 0.4005778497
0.0761886684, 0.2002889249
0.5380943342, 0.6001444624
0.2690471671, 0.3000722312
0.6345235836, 0.6500361156
0.3172617918, 0.8250180578
0.1586308959, 0.9125090289
0.0793154479, 0.4562545145
0.0396577240, 0.7281272572
0.0198288620, 0.8640636286
0.0099144310, 0.9320318143
0.5049572155, 0.4660159072
0.7524786077, 0.7330079536
0.3762393039, 0.3665039768
0.1881196519, 0.1832519884
0.0940598260, 0.0916259942
0.0470299130, 0.5458129971
0.0235149565, 0.2729064985
0.5117574782, 0.1364532493
0.7558787391, 0.5682266246
0.3779393696, 0.7841133123
0.1889696848, 0.3920566562
0.0944848424, 0.1960283281
0.5472424212, 0.0980141640
0.2736212106, 0.5490070820
0.1368106053, 0.2745035410
0.0684053026, 0.1372517705
0.0342026513, 0.0686258853
0.5171013257, 0.5343129426
0.7585506628, 0.2671564713
0.8792753314, 0.6335782357
0.9396376657, 0.3167891178
0.4698188329, 0.6583945589
0.2349094164, 0.3291972795
0.6174547082, 0.1645986397
0.8087273541, 0.0822993199
0.4043636771, 0.0411496599
0.2021818385, 0.5205748300
0.1010909193, 0.7602874150
0.5505454596, 0.3801437075
0.2752727298, 0.1900718537
0.1376363649, 0.5950359269
0.5688181825, 0.7975179634
0.2844090912, 0.3987589817
0.1422045456, 0.1993794909
0.0711022728, 0.0996897454
0.0355511364, 0.0498448727
0.0177755682, 0.5249224364
0.0088877841, 0.2624612182
0.0044438921, 0.1312306091
0.5022219460, 0.0656153045
0.2511109730, 0.0328076523
0.1255554865, 0.5164038261
0.5627777433, 0.2582019131
0.7813888716, 0.1291009565
0.8906944358, 0.5645504783
0.9453472179, 0.7822752391
0.9726736090, 0.8911376196
0.9863368045, 0.4455688098
0.9931684022, 0.7227844049
0.4965842011, 0.3613922024
0.2482921006, 0.1806961012
0.6241460503, 0.0903480506
0.3120730251, 0.5451740253
0.1560365126, 0.2725870127
0.0780182563, 0.1362935063
0.0390091281, 0.0681467532
0.0195045641, 0.5340733766
0.0097522820, 0.2670366883
0.5048761410, 0.1335183441
0.2524380705, 0.0667591721
0.1262190353, 0.5333795860
0.0631095176, 0.7666897930
0.5315547588, 0.3833448965
0.7657773794, 0.1916724483
0.3828886897, 0.0958362241
0.1914443449, 0.0479181121
0.0957221724, 0.5239590560
0.0478610862, 0.2619795280
0.5239305431, 0.1309897640
0.2619652716, 0.0654948820
0.1309826358, 0.0327474410
0.5654913179, 0.5163737205
0.7827456589, 0.2581868603
0.3913728295, 0.1290934301
0.1956864147, 0.0645467151
0.5978432074, 0.0322733575
0.2989216037, 0.0161366788
0.1494608018, 0.5080683394
0.0747304009, 0.7540341697
0.0373652005, 0.3770170848
0.0186826002, 0.1885085424
0.5093413001, 0.0942542712
0.7546706501, 0.0471271356
0.8773353250, 0.0235635678
0.4386676625, 0.0117817839
0.2193338313, 0.0058908920
0.6096669156, 0.0029454460
0.8048334578, 0.0014727230
0.9024167289, 0.5007363615
0.4512083645, 0.7503681807
0.2256041822, 0.3751840904
0.6128020911, 0.6875920452
0.3064010456, 0.3437960226
0.1532005228, 0.1718980113
0.0766002614, 0.5859490056
0.0383001307, 0.2929745028
0.5191500653, 0.6464872514
0.2595750327, 0.3232436257
0.1297875163, 0.6616218129
0.5648937582, 0.3308109064
0.7824468791, 0.6654054532
0.8912234395, 0.3327027266
0.4456117198, 0.1663513633
0.7228058599, 0.5831756817
0.3614029299, 0.7915878408
0.6807014650, 0.3957939204
0.3403507325, 0.6978969602
0.1701753662, 0.8489484801
0.0850876831, 0.4244742401
0.5425438416, 0.7122371200
0.7712719208, 0.3561185600
0.8856359604, 0.6780592800
0.4428179802, 0.3390296400
0.2214089901, 0.6695148200
0.1107044950, 0.3347574100
0.0553522475, 0.6673787050
0.5276761238, 0.3336893525
0.2638380619, 0.1668446763
0.6319190309, 0.5834223381
0.3159595155, 0.7917111691
0.1579797577, 0.3958555845
0.5789898789, 0.6979277923
0.7894949394, 0.8489638961
0.3947474697, 0.9244819481
0.1973737349, 0.4622409740
0.0986868674, 0.2311204870
0.5493434337, 0.1155602435
0.7746717169, 0.0577801218
0.3873358584, 0.5288900609
0.1936679292, 0.7644450304
0.5968339646, 0.3822225152
0.2984169823, 0.6911112576
0.6492084912, 0.3455556288
0.3246042456, 0.6727778144
0.6623021228, 0.3363889072
0.3311510614, 0.6681944536
0.6655755307, 0.3340972268
0.8327877653, 0.6670486134
0.9163938827, 0.3335243067
0.4581969413, 0.6667621534
0.2290984707, 0.8333810767
0.1145492353, 0.9166905383
0.0572746177, 0.4583452692
0.5286373088, 0.2291726346
0.2643186544, 0.6145863173
0.1321593272, 0.3072931586
0.5660796636, 0.6536465793
0.7830398318, 0.3268232897
0.8915199159, 0.6634116448
0.9457599580, 0.8317058224
0.4728799790, 0.4158529112
0.7364399895, 0.2079264556
0.8682199947, 0.6039632278
0.9341099974, 0.8019816139
0.9670549987, 0.9009908070
0.4835274993, 0.9504954035
0.7417637497, 0.4752477017
0.3708818748, 0.2376238509
0.6854409374, 0.1188119254
0.3427204687, 0.0594059627
0.6713602344, 0.0297029814
0.3356801172, 0.0148514907
0.1678400586, 0.5074257453
0.0839200293, 0.2537128727
0.5419600146, 0.6268564363
0.2709800073, 0.8134282182
0.1354900037, 0.4067141091
0.0677450018, 0.2033570545
0.5338725009, 0.6016785273
0.7669362505, 0.8008392636
0.3834681252, 0.4004196318
0.6917340626, 0.2002098159
0.3458670313, 0.1001049080
0.1729335157, 0.0500524540
0.5864667578, 0.0250262270
0.7932333789, 0.5125131135
0.8966166895, 0.7562565567
0.9483083447, 0.3781282784
0.4741541724, 0.1890641392
0.7370770862, 0.0945320696
0.3685385431, 0.0472660348
0.1842692715, 0.0236330174
0.5921346358, 0.5118165087
0.7960673179, 0.7559082543
0.3980336589, 0.3779541272
0.6990168295, 0.1889770636
0.3495084147, 0.0944885318
0.6747542074, 0.5472442659
0.8373771037, 0.7736221329
0.9186885518, 0.3868110665
0.9593442759, 0.1934055332
0.4796721380, 0.5967027666
0.2398360690, 0.7983513833
0.1199180345, 0.3991756917
0.0599590172, 0.1995878458
0.0299795086, 0.0997939229
0.5149897543, 0.5498969615
0.7574948772, 0.7749484807
0.3787474386, 0.3874742404
0.6893737193, 0.6937371202
0.3446868596, 0.3468685601
0.6723434298, 0.1734342800
0.8361717149, 0.5867171400
0.9180858575, 0.2933585700
0.4590429287, 0.1466792850
0.7295214644, 0.0733396425
0.8647607322, 0.0366698213
0.9323803661, 0.0183349106
0.9661901830, 0.5091674553
0.9830950915, 0.2545837277
0.4915475458, 0.6272918638
0.2457737729, 0.3136459319
0.6228868864, 0.1568229660
0.3114434432, 0.5784114830
0.1557217216, 0.2892057415
0.5778608608, 0.6446028707
0.2889304304, 0.3223014354
0.6444652152, 0.6611507177
0.3222326076, 0.3305753588
0.6611163038, 0.6652876794
0.3305581519, 0.8326438397
0.1652790760, 0.9163219199
0.5826395380, 0.4581609599
0.7913197690, 0.2290804800
0.8956598845, 0.1145402400
0.9478299422, 0.0572701200
0.4739149711, 0.0286350600
0.7369574856, 0.0143175300
0.8684787428, 0.0071587650
0.9342393714, 0.0035793825
0.4671196857, 0.5017896912
0.2335598428, 0.2508948456
0.6167799214, 0.1254474228
0.8083899607, 0.5627237114
0.4041949804, 0.7813618557
0.7020974902, 0.3906809279
0.3510487451, 0.6953404639
0.6755243725, 0.8476702320
0.3377621863, 0.9238351160
0.1688810931, 0.4619175580
0.0844405466, 0.7309587790
0.5422202733, 0.3654793895
0.7711101366, 0.1827396947
0.8855550683, 0.5913698474
0.9427775342, 0.7956849237
0.4713887671, 0.3978424618
0.2356943835, 0.1989212309
0.6178471918, 0.0994606155
0.8089235959, 0.5497303077
0.4044617979, 0.7748651539
0.2022308990, 0.3874325769
0.6011154495, 0.6937162885
0.3005577247, 0.3468581442
0.1502788624, 0.1734290721
0.0751394312, 0.5867145361
0.5375697156, 0.2933572680
0.7687848578, 0.1466786340
0.8843924289, 0.0733393170
0.4421962144, 0.5366696585
0.7210981072, 0.2683348293
0.8605490536, 0.1341674146
0.9302745268, 0.0670837073
0.4651372634, 0.5335418537
0.7325686317, 0.2667709268
0.3662843159, 0.1333854634
0.1831421579, 0.0666927317
0.0915710790, 0.5333463659
0.5457855395, 0.2666731829
0.2728927697, 0.6333365915
0.1364463849, 0.3166682957
0.0682231924, 0.1583341479
0.5341115962, 0.5791670739
0.7670557981, 0.7895835370
0.8835278991, 0.8947917685
0.9417639495, 0.9473958842
0.4708819748, 0.9736979421
0.2354409874, 0.9868489711
0.6177204937, 0.4934244855
0.8088602468, 0.2467122428
0.9044301234, 0.6233561214
0.9522150617, 0.3116780607
0.9761075309, 0.1558390303
0.9880537654, 0.5779195152
0.4940268827, 0.2889597576
0.2470134414, 0.1444798788
0.6235067207, 0.0722399394
0.8117533603, 0.5361199697
0.4058766802, 0.2680599848
0.2029383401, 0.6340299924
0.1014691700, 0.3170149962
0.0507345850, 0.1585074981
0.5253672925, 0.5792537491
0.2626836463, 0.7896268745
0.1313418231, 0.3948134373
0.5656709116, 0.1974067186
0.7828354558, 0.0987033593
0.3914177279, 0.5493516797
0.1957088639, 0.7746758398
0.0978544320, 0.3873379199
0.0489272160, 0.1936689600
0.5244636080, 0.0968344800
0.7622318040, 0.5484172400
0.8811159020, 0.7742086200
0.4405579510, 0.3871043100
0.2202789755, 0.1935521550
0.1101394877, 0.5967760775
0.0550697439, 0.7983880387
0.5275348719, 0.8991940194
0.7637674360, 0.4495970097
0.3818837180, 0.7247985048
0.1909418590, 0.3623992524
0.0954709295, 0.1811996262
0.0477354647, 0.0905998131
0.5238677324, 0.5452999066
0.2619338662, 0.2726499533
0.1309669331, 0.6363249766
0.0654834665, 0.3181624883
0.5327417333, 0.6590812442
0.2663708666, 0.3295406221
0.1331854333, 0.1647703110
0.5665927167, 0.5823851555
0.2832963583, 0.7911925778
0.1416481792, 0.8955962889
0.0708240896, 0.9477981444
0.5354120448, 0.4738990722
0.7677060224, 0.2369495361
0.3838530112, 0.1184747681
0.6919265056, 0.0592373840
0.3459632528, 0.0296186920
0.6729816264, 0.5148093460
0.3364908132, 0.2574046730
0.1682454066, 0.1287023365
0.0841227033, 0.5643511683
0.0420613516, 0.7821755841
0.0210306758, 0.8910877921
0.5105153379, 0.4455438960
0.2552576690, 0.2227719480
0.1276288345, 0.1113859740
0.5638144172, 0.0556929870
0.7819072086, 0.5278464935
0.3909536043, 0.2639232468
0.6954768022, 0.6319616234
0.3477384011, 0.8159808117
0.6738692005, 0.4079904058
0.8369346003, 0.7039952029
0.9184673001, 0.3519976015
0.4592336501, 0.6759988007
0.2296168250, 0.8379994004
0.6148084125, 0.4189997002
