0.0000000000,0.0001000667
0.0000000000,0.0002001335
0.0000000000,0.0003550242
0.0000000000,0.0004002670
0.0000000000,0.0004648449
0.0000000000,0.0004988922
0.0000000000,0.0005780445
0.0000000000,0.0007100484
0.0000000000,0.0008005340
0.0000000000,0.0008480738
0.0000000000,0.0009107282
0.0000000000,0.0009296898
0.0000000000,0.0009977844
0.0000000000,0.0011416940
0.0000000000,0.0011560890
0.0000000000,0.0014200968
0.0000000000,0.0015952116
0.0000000000,0.0016010680
0.0000000000,0.0016961476
0.0000000000,0.0017152691
0.0000000000,0.0017165533
0.0000000000,0.0018214564
0.0000000000,0.0018225654
0.0000000000,0.0018593797
0.0000000000,0.0019102854
0.0000000000,0.0019955689
0.0000000000,0.0020431718
0.0000000000,0.0020593263
0.0000000000,0.0021094065
0.0000000000,0.0022768113
0.0000000000,0.0022833881
0.0000000000,0.0023121780
0.0000000000,0.0023543253
0.0000000000,0.0023690478
0.0000000000,0.0024421578
0.0000000000,0.0025415414
0.0000000000,0.0025418389
0.0000000000,0.0025559538
0.0000000000,0.0025866458
0.0000000000,0.0026827459
0.0000000000,0.0028384007
0.0000000000,0.0028393695
0.0000000000,0.0028514965
0.0000000000,0.0028697285
0.0000000000,0.0029074622
0.0000000000,0.0029588365
0.0000000000,0.0029655581
0.0000000000,0.0031209735
0.0000000000,0.0031263155
0.0000000000,0.0031694905
0.0000000000,0.0031854822
0.0000000000,0.0031904231
0.0000000000,0.0032021359
0.0000000000,0.0032130720
0.0000000000,0.0032148513
0.0000000000,0.0032301140
0.0000000000,0.0033038813
0.0000000000,0.0033044512
0.0000000000,0.0033056317
0.0000000000,0.0033331274
0.0000000000,0.0033405118
0.0000000000,0.0033991823
0.0000000000,0.0034089822
0.0000000000,0.0034305381
0.0000000000,0.0034331067
0.0000000000,0.0034591130
0.0000000000,0.0035778598
0.0000000000,0.0035969347
0.0000000000,0.0036429127
0.0000000000,0.0036451309
0.0000000000,0.0037187594
0.0000000000,0.0037266081
0.0000000000,0.0038266976
0.0000000000,0.0038470642
0.0000000000,0.0038566014
0.0000000000,0.0038587598
0.0000000000,0.0038701524
0.0000000000,0.0039322218
0.0000000000,0.0039864830
0.0000000000,0.0039911377
0.0000000000,0.0039991443
0.0000000000,0.0041186525
0.0000000000,0.0042188130
0.0000000000,0.0042199446
0.0000000000,0.0042362409
0.0000000000,0.0042847032
0.0000000000,0.0043150191
0.0000000000,0.0044508390
0.0000000000,0.0044595506
0.0000000000,0.0044609518
0.0000000000,0.0045149662
0.0000000000,0.0045303716
0.0000000000,0.0045536226
0.0000000000,0.0045590810
0.0000000000,0.0045667761
0.0000000000,0.0045934515
0.0000000000,0.0045971530
0.0000000000,0.0046105385
0.0000000000,0.0046243561
0.0000000000,0.0046859803
0.0000000000,0.0047086505
0.0000000000,0.0047291610
0.0000000000,0.0047558518
0.0000000000,0.0047585028
0.0000000000,0.0048180711
0.0000000000,0.0048402785
0.0000000000,0.0048426986
0.0000000000,0.0048843157
0.0000000000,0.0050026574
0.0000000000,0.0050830827
0.0000000000,0.0050836778
0.0000000000,0.0051047518
0.0000000000,0.0051119076
0.0000000000,0.0051228628
0.0000000000,0.0051732915
0.0000000000,0.0052615567
0.0000000000,0.0052629057
0.0000000000,0.0052877739
0.0000000000,0.0052885776
0.0000000000,0.0053213835
0.0000000000,0.0053260094
0.0000000000,0.0053654918
0.0000000000,0.0054299138
0.0000000000,0.0054486590
0.0000000000,0.0054766224
0.0000000000,0.0055327900
0.0000000000,0.0056058480
0.0000000000,0.0056768013
0.0000000000,0.0056787389
0.0000000000,0.0057029929
0.0000000000,0.0057233563
0.0000000000,0.0057256119
0.0000000000,0.0057394570
0.0000000000,0.0057684951
0.0000000000,0.0057778778
0.0000000000,0.0058149244
0.0000000000,0.0058268043
0.0000000000,0.0058425171
0.0000000000,0.0058448352
0.0000000000,0.0058654333
0.0000000000,0.0058712009
0.0000000000,0.0058990172
0.0000000000,0.0059176730
0.0000000000,0.0059311162
0.0000000000,0.0059371581
0.0000000000,0.0059868246
0.0000000000,0.0060329982
0.0000000000,0.0060765971
0.0000000000,0.0060782330
0.0000000000,0.0060978988
0.0000000000,0.0061013736
0.0000000000,0.0061686668
0.0000000000,0.0062115248
0.0000000000,0.0062419469
0.0000000000,0.0062526311
0.0000000000,0.0062597883
0.0000000000,0.0062644202
0.0000000000,0.0062992545
0.0000000000,0.0063000666
0.0000000000,0.0063027949
0.0000000000,0.0063098739
0.0000000000,0.0063127736
0.0000000000,0.0063389810
0.0000000000,0.0063586710
0.0000000000,0.0063709645
0.0000000000,0.0063808463
0.0000000000,0.0063836258
0.0000000000,0.0063953553
0.0000000000,0.0064042718
0.0000000000,0.0064261439
0.0000000000,0.0064297025
0.0000000000,0.0064390893
0.0000000000,0.0064602280
0.0000000000,0.0064658150
0.0000000000,0.0065258360
0.0000000000,0.0065300022
0.0000000000,0.0065429029
0.0000000000,0.0065646502
0.0000000000,0.0065742438
0.0000000000,0.0065808133
0.0000000000,0.0066057136
0.0000000000,0.0066077625
0.0000000000,0.0066089025
0.0000000000,0.0066112634
0.0000000000,0.0066201505
0.0000000000,0.0066336798
0.0000000000,0.0066591124
0.0000000000,0.0066662547
0.0000000000,0.0067044552
0.0000000000,0.0067548305
0.0000000000,0.0067693470
0.0000000000,0.0067905439
0.0000000000,0.0067983647
0.0000000000,0.0068336204
0.0000000000,0.0068501863
0.0000000000,0.0068534762
0.0000000000,0.0068610762
0.0000000000,0.0068662134
0.0000000000,0.0068773022
0.0000000000,0.0068820152
0.0000000000,0.0068987231
0.0000000000,0.0069182259
0.0000000000,0.0069270427
0.0000000000,0.0069571636
0.0000000000,0.0069577717
0.0000000000,0.0069652828
0.0000000000,0.0070064315
0.0000000000,0.0070108101
0.0000000000,0.0070405137
0.0000000000,0.0070470506
0.0000000000,0.0070682485
0.0000000000,0.0070736809
0.0000000000,0.0071307826
0.0000000000,0.0071557197
0.0000000000,0.0071925311
0.0000000000,0.0071938694
0.0000000000,0.0072711585
0.0000000000,0.0072715976
0.0000000000,0.0072787968
0.0000000000,0.0072858254
0.0000000000,0.0072902618
0.0000000000,0.0072988966
0.0000000000,0.0073088412
0.0000000000,0.0073544998
0.0000000000,0.0073780930
0.0000000000,0.0073834523
0.0000000000,0.0074075842
0.0000000000,0.0074358815
0.0000000000,0.0074375188
0.0000000000,0.0074532162
0.0000000000,0.0074618030
0.0000000000,0.0074960487
0.0000000000,0.0075116707
0.0000000000,0.0075129750
0.0000000000,0.0075644236
0.0000000000,0.0076533952
0.0000000000,0.0076630441
0.0000000000,0.0076736929
